,ensembl_gene_id,hgnc_symbol,gene_biotype,external_gene_name
465,ENSG00000280618,CYFIP1,protein_coding,CYFIP1
466,ENSG00000277028,KIR3DL3,protein_coding,KIR3DL3
467,ENSG00000273752,,snRNA,U6
468,ENSG00000274788,LILRP2,transcribed_unprocessed_pseudogene,LILRP2
469,ENSG00000275353,KIR2DS4,protein_coding,KIR2DS4
470,ENSG00000290532,,lncRNA,
471,ENSG00000282753,,lncRNA,
472,ENSG00000282649,SEPTIN9-DT,lncRNA,SEPTIN9-DT
473,ENSG00000277442,NCR1,protein_coding,NCR1
474,ENSG00000282302,SEPTIN9,protein_coding,SEPTIN9
475,ENSG00000281254,,processed_pseudogene,
476,ENSG00000281173,ABCB10P1,processed_pseudogene,ABCB10P1
477,ENSG00000280807,TUBGCP5,protein_coding,TUBGCP5
478,ENSG00000275436,KIR2DL5B,protein_coding,KIR2DL5B
479,ENSG00000282110,MAPK4,lncRNA,MAPK4
480,ENSG00000278809,KIR3DL2,protein_coding,KIR3DL2
481,ENSG00000275637,NCR1,protein_coding,NCR1
482,ENSG00000276357,KIR3DL2,protein_coding,KIR3DL2
483,ENSG00000282085,,processed_pseudogene,
484,ENSG00000282443,,lncRNA,
485,ENSG00000282352,ZNF965P,processed_pseudogene,ZNF965P
486,ENSG00000262132,RNA5SP458,rRNA_pseudogene,RNA5SP458
487,ENSG00000282037,GXYLT1P1,processed_pseudogene,GXYLT1P1
488,ENSG00000282782,CYP4F34P,unprocessed_pseudogene,CYP4F34P
489,ENSG00000282611,CNN2P12,processed_pseudogene,CNN2P12
490,ENSG00000282677,SNX18P26,processed_pseudogene,SNX18P26
491,ENSG00000282536,LINC00328-2P,processed_pseudogene,LINC00328-2P
492,ENSG00000282715,ANKRD20A9P,unprocessed_pseudogene,ANKRD20A9P
493,ENSG00000278853,RNU6-55P,snRNA,RNU6-55P
494,ENSG00000252379,,snRNA,U6
495,ENSG00000262113,,processed_pseudogene,
496,ENSG00000274679,SPATC1L,protein_coding,SPATC1L
497,ENSG00000278247,GOLGA6L1,protein_coding,GOLGA6L1
498,ENSG00000278140,,snRNA,U6
499,ENSG00000278495,KIR2DL1,protein_coding,KIR2DL1
500,ENSG00000262679,APOBEC3B-AS1,lncRNA,APOBEC3B-AS1
501,ENSG00000274920,KIR3DL1,protein_coding,KIR3DL1
502,ENSG00000281737,MPHOSPH10P5,unprocessed_pseudogene,MPHOSPH10P5
503,ENSG00000262536,,unprocessed_pseudogene,
504,ENSG00000262156,APOBEC3A,protein_coding,APOBEC3A
505,ENSG00000281754,,unprocessed_pseudogene,
506,ENSG00000281012,,processed_pseudogene,
507,ENSG00000280490,,processed_pseudogene,
508,ENSG00000275009,GOLGA6L1,protein_coding,GOLGA6L1
509,ENSG00000277046,,misc_RNA,Metazoa_SRP
510,ENSG00000278508,GOLGA8DP,transcribed_unprocessed_pseudogene,GOLGA8DP
511,ENSG00000276882,KIR3DL2,protein_coding,KIR3DL2
512,ENSG00000281999,,unprocessed_pseudogene,
513,ENSG00000262453,,lncRNA,
514,ENSG00000282044,,lncRNA,
515,ENSG00000278728,CNTNAP2,protein_coding,CNTNAP2
516,ENSG00000281703,,unprocessed_pseudogene,
517,ENSG00000278019,,unprocessed_pseudogene,
518,ENSG00000280619,,lncRNA,
519,ENSG00000280461,ABCB10P1,processed_pseudogene,ABCB10P1
520,ENSG00000281919,SLC45A2,protein_coding,SLC45A2
521,ENSG00000281380,,unprocessed_pseudogene,
522,ENSG00000276856,TUBGCP5,protein_coding,TUBGCP5
523,ENSG00000273772,SMN2,protein_coding,SMN2
524,ENSG00000290436,,lncRNA,
525,ENSG00000277069,RXFP3,protein_coding,RXFP3
526,ENSG00000282734,,lncRNA,
527,ENSG00000281690,ADAMTS12,protein_coding,ADAMTS12
528,ENSG00000281997,,lncRNA,
529,ENSG00000282141,,lncRNA,
530,ENSG00000282001,DLGAP2-AS1,lncRNA,DLGAP2-AS1
531,ENSG00000282152,DLGAP2,protein_coding,DLGAP2
532,ENSG00000277091,,snRNA,U6
533,ENSG00000281725,ELMO2P1,transcribed_unprocessed_pseudogene,ELMO2P1
534,ENSG00000281953,,lncRNA,
535,ENSG00000280737,LINC02549,lncRNA,LINC02549
536,ENSG00000280759,AP2A2,protein_coding,AP2A2
537,ENSG00000276625,KIR2DL1,protein_coding,KIR2DL1
538,ENSG00000274639,KIR3DL3,protein_coding,KIR3DL3
539,ENSG00000290446,,lncRNA,
540,ENSG00000277205,,snoRNA,U3
541,ENSG00000274906,,misc_RNA,Metazoa_SRP
542,ENSG00000276582,ABCB11,protein_coding,ABCB11
543,ENSG00000275306,KIR2DS1,protein_coding,KIR2DS1
544,ENSG00000277375,KIR2DP1,unprocessed_pseudogene,KIR2DP1
545,ENSG00000278403,KIR3DL2,protein_coding,KIR3DL2
546,ENSG00000275317,KIR2DL4,protein_coding,KIR2DL4
547,ENSG00000278373,G6PC2,protein_coding,G6PC2
548,ENSG00000261846,AADACL2,protein_coding,AADACL2
549,ENSG00000277567,,snRNA,U6
550,ENSG00000275245,,unprocessed_pseudogene,
551,ENSG00000275751,KIR3DP1,transcribed_unprocessed_pseudogene,KIR3DP1
552,ENSG00000276154,KIR2DS4,protein_coding,KIR2DS4
553,ENSG00000277909,SPC25,protein_coding,SPC25
554,ENSG00000275031,METRNL,protein_coding,METRNL
555,ENSG00000290470,,lncRNA,
556,ENSG00000262411,LINC02066,lncRNA,LINC02066
557,ENSG00000262466,AADACL2-AS1,lncRNA,AADACL2-AS1
558,ENSG00000275225,,unprocessed_pseudogene,
559,ENSG00000282814,,lncRNA,
560,ENSG00000278856,KIR3DL1,protein_coding,KIR3DL1
561,ENSG00000278116,KIR2DL5A,protein_coding,KIR2DL5A
562,ENSG00000274320,GOLGA6L9,protein_coding,GOLGA6L9
563,ENSG00000275500,,protein_coding,
564,ENSG00000275671,,snRNA,U6
565,ENSG00000262473,GART,protein_coding,GART
566,ENSG00000276327,KIR2DS1,protein_coding,KIR2DS1
567,ENSG00000274296,DECR2,protein_coding,DECR2
568,ENSG00000274597,,snRNA,U6
569,ENSG00000277835,KIR3DP1,transcribed_unprocessed_pseudogene,KIR3DP1
570,ENSG00000281945,,lncRNA,
571,ENSG00000276307,LILRP1,unprocessed_pseudogene,LILRP1
572,ENSG00000290403,,lncRNA,
573,ENSG00000273883,LILRP2,transcribed_processed_pseudogene,LILRP2
574,ENSG00000278759,TBCD,protein_coding,TBCD
575,ENSG00000281425,,transcribed_unprocessed_pseudogene,
576,ENSG00000275326,NOSTRIN,protein_coding,NOSTRIN
577,ENSG00000280638,CDH12P2,unprocessed_pseudogene,CDH12P2
578,ENSG00000278821,KIR2DL1,protein_coding,KIR2DL1
579,ENSG00000274980,RNU6-1025P,snRNA,RNU6-1025P
580,ENSG00000278562,,transcribed_unprocessed_pseudogene,
581,ENSG00000282755,,protein_coding,
582,ENSG00000277518,MUC6,protein_coding,MUC6
583,ENSG00000276910,GTF2H2,protein_coding,GTF2H2
584,ENSG00000282514,,unprocessed_pseudogene,
585,ENSG00000276228,UBE2Q2P6,unprocessed_pseudogene,UBE2Q2P6
586,ENSG00000274042,,protein_coding,GOLGA6L10
587,ENSG00000280716,FRG1-DT,lncRNA,FRG1-DT
588,ENSG00000262148,RPS5P3,processed_pseudogene,RPS5P3
589,ENSG00000262911,DNAJC28,protein_coding,DNAJC28
590,ENSG00000275049,,protein_coding,
591,ENSG00000274166,GOLGA6L10,protein_coding,GOLGA6L10
592,ENSG00000281830,LINC01596,lncRNA,LINC01596
593,ENSG00000281916,,lncRNA,
594,ENSG00000276052,RNU1-51P,snRNA,RNU1-51P
595,ENSG00000262795,IFNGR2,protein_coding,IFNGR2
596,ENSG00000277657,KIR2DS3,protein_coding,KIR2DS3
597,ENSG00000280784,,unprocessed_pseudogene,
598,ENSG00000280557,GNG5P1,processed_pseudogene,GNG5P1
599,ENSG00000280765,,lncRNA,
600,ENSG00000275513,KIR3DL3,protein_coding,KIR3DL3
601,ENSG00000280898,,lncRNA,
602,ENSG00000275737,KIR2DS2,protein_coding,KIR2DS2
603,ENSG00000278481,KIR2DL5B,protein_coding,KIR2DL5B
604,ENSG00000273673,,transcribed_processed_pseudogene,
605,ENSG00000282464,,lncRNA,
606,ENSG00000277163,KIR2DS3,protein_coding,KIR2DS3
607,ENSG00000273831,LRRC56,protein_coding,LRRC56
608,ENSG00000282457,CSPG4P10,transcribed_unprocessed_pseudogene,CSPG4P10
609,ENSG00000278086,,protein_coding,
610,ENSG00000290468,,lncRNA,
611,ENSG00000277540,KIR2DL4,protein_coding,KIR2DL4
612,ENSG00000282209,GOLGA6L17P,transcribed_unprocessed_pseudogene,GOLGA6L17P
613,ENSG00000290504,,lncRNA,
614,ENSG00000281567,SLC25A51P1,processed_pseudogene,SLC25A51P1
615,ENSG00000277364,ADH5P4,processed_pseudogene,ADH5P4
616,ENSG00000282183,GOLGA2P10,transcribed_unprocessed_pseudogene,GOLGA2P10
617,ENSG00000280476,MPHOSPH10P5,unprocessed_pseudogene,MPHOSPH10P5
618,ENSG00000274040,,misc_RNA,Metazoa_SRP
619,ENSG00000278361,KIR3DL2,protein_coding,KIR3DL2
620,ENSG00000274692,KIR2DL1,protein_coding,KIR2DL1
621,ENSG00000280500,ELMO2P1,transcribed_unprocessed_pseudogene,ELMO2P1
622,ENSG00000290432,,lncRNA,
623,ENSG00000274438,KIR2DS2,protein_coding,KIR2DS2
624,ENSG00000290533,,lncRNA,
625,ENSG00000276254,KIR2DS4,unprocessed_pseudogene,KIR2DS4
626,ENSG00000263057,KRT20,protein_coding,KRT20
627,ENSG00000274780,PHRF1,protein_coding,PHRF1
628,ENSG00000274404,GOLGA6L22,protein_coding,GOLGA6L22
629,ENSG00000282201,,lncRNA,
630,ENSG00000275062,KIR3DL3,protein_coding,KIR3DL3
631,ENSG00000275338,RAB11FIP3,protein_coding,RAB11FIP3
632,ENSG00000262068,KRTAP3-1,protein_coding,KRTAP3-1
633,ENSG00000277389,KRTAP5-6,protein_coding,KRTAP5-6
634,ENSG00000281537,,processed_pseudogene,
635,ENSG00000281828,HERC2P7,unprocessed_pseudogene,HERC2P7
636,ENSG00000263296,KRTAP3-2,protein_coding,KRTAP3-2
637,ENSG00000280585,KRTAP5-1,protein_coding,KRTAP5-1
638,ENSG00000281846,SPATA31E3P,unprocessed_pseudogene,SPATA31E3P
639,ENSG00000278620,KRTAP5-4,protein_coding,KRTAP5-4
640,ENSG00000281422,,unprocessed_pseudogene,
641,ENSG00000280700,MPHOSPH10P9,unprocessed_pseudogene,MPHOSPH10P9
642,ENSG00000281976,ADAMTS7P1,transcribed_unprocessed_pseudogene,ADAMTS7P1
643,ENSG00000262121,KRTAP4-9,protein_coding,KRTAP4-9
644,ENSG00000276062,,misc_RNA,Metazoa_SRP
645,ENSG00000276377,,misc_RNA,Metazoa_SRP
646,ENSG00000263160,TMEM50B,protein_coding,TMEM50B
647,ENSG00000278429,GOLGA8EP,transcribed_unprocessed_pseudogene,GOLGA8EP
648,ENSG00000263091,KRTAP2-4,protein_coding,KRTAP2-4
649,ENSG00000277033,B3GNTL1,protein_coding,B3GNTL1
650,ENSG00000264450,,lncRNA,
651,ENSG00000278302,KRTAP5-5,protein_coding,KRTAP5-5
652,ENSG00000263309,KRT23,protein_coding,KRT23
653,ENSG00000275037,KIR3DS1,protein_coding,KIR3DS1
654,ENSG00000281261,FAM99A,lncRNA,FAM99A
655,ENSG00000290481,,lncRNA,
656,ENSG00000281633,LINC02708,lncRNA,LINC02708
657,ENSG00000281176,KRTAP5-AS1,lncRNA,KRTAP5-AS1
658,ENSG00000278063,,snRNA,U6
659,ENSG00000277691,,transcribed_unprocessed_pseudogene,
660,ENSG00000291160,,lncRNA,
661,ENSG00000290451,,lncRNA,
662,ENSG00000281111,,lncRNA,
663,ENSG00000280787,HERC2P2,transcribed_unprocessed_pseudogene,HERC2P2
664,ENSG00000278165,DUSP8,protein_coding,DUSP8
665,ENSG00000281216,KIF26B,protein_coding,KIF26B
666,ENSG00000282377,,transcribed_unprocessed_pseudogene,
667,ENSG00000291161,,lncRNA,
668,ENSG00000282084,UBE2Q2P2,transcribed_unprocessed_pseudogene,UBE2Q2P2
669,ENSG00000290487,,lncRNA,
670,ENSG00000281829,FAM99B,lncRNA,FAM99B
671,ENSG00000281618,IFITM10,protein_coding,IFITM10
672,ENSG00000277982,KIR3DL2,protein_coding,KIR3DL2
673,ENSG00000291162,UBE2Q2P2,lncRNA,UBE2Q2P2
674,ENSG00000281191,KRTAP5-3,protein_coding,KRTAP5-3
675,ENSG00000281533,KRTAP5-2,protein_coding,KRTAP5-2
676,ENSG00000281356,GOLGA8IP,transcribed_unprocessed_pseudogene,GOLGA8IP
677,ENSG00000290526,GOLGA8IP,lncRNA,GOLGA8IP
678,ENSG00000275456,KIR2DL4,protein_coding,KIR2DL4
679,ENSG00000281687,SDHAP2,transcribed_unprocessed_pseudogene,SDHAP2
680,ENSG00000281060,MUC20-OT1,lncRNA,MUC20-OT1
681,ENSG00000282378,,transcribed_unprocessed_pseudogene,
682,ENSG00000282485,LINC00235,lncRNA,LINC00235
683,ENSG00000277175,KIR3DL1,protein_coding,KIR3DL1
684,ENSG00000282214,CAPN15,lncRNA,CAPN15
685,ENSG00000263314,,lncRNA,
686,ENSG00000274018,,misc_RNA,Y_RNA
687,ENSG00000262845,KRT40,protein_coding,KRT40
688,ENSG00000275987,,snRNA,U1
689,ENSG00000268674,,protein_coding,
690,ENSG00000277475,,protein_coding,
691,ENSG00000263141,PAXBP1,protein_coding,PAXBP1
692,ENSG00000275405,,snRNA,U1
693,ENSG00000278633,,protein_coding,
694,ENSG00000278066,,pseudogene,
695,ENSG00000262808,KRTAP1-1,protein_coding,KRTAP1-1
696,ENSG00000262731,,protein_coding,
697,ENSG00000262938,C21orf62,protein_coding,C21orf62
698,ENSG00000263229,KRTAP4-11,protein_coding,KRTAP4-11
699,ENSG00000262487,,lncRNA,
700,ENSG00000262376,KRTAP2-5P,unprocessed_pseudogene,KRTAP2-5P
701,ENSG00000262347,KRTAP1-3,protein_coding,KRTAP1-3
702,ENSG00000278411,,snRNA,U6
703,ENSG00000262520,KRTAP4-16,protein_coding,KRTAP4-16
704,ENSG00000263243,KRT12,protein_coding,KRT12
705,ENSG00000263140,C21orf62-AS1,lncRNA,C21orf62-AS1
706,ENSG00000281758,KCNIP4,protein_coding,KCNIP4
707,ENSG00000275008,KIR2DL3,protein_coding,KIR2DL3
708,ENSG00000281559,,processed_pseudogene,
709,ENSG00000261862,KRTAP1-5,protein_coding,KRTAP1-5
710,ENSG00000275599,KIR2DS3,protein_coding,KIR2DS3
711,ENSG00000280838,,lncRNA,
712,ENSG00000262164,KRT39,protein_coding,KRT39
713,ENSG00000280072,,TEC,
714,ENSG00000281470,,lncRNA,
715,ENSG00000274283,KIR3DS1,protein_coding,KIR3DS1
716,ENSG00000278432,,unprocessed_pseudogene,
717,ENSG00000262616,KRTAP3-4P,unprocessed_pseudogene,KRTAP3-4P
718,ENSG00000276731,KIR2DL2,protein_coding,KIR2DL2
719,ENSG00000261852,KRTAP2-1,protein_coding,KRTAP2-1
720,ENSG00000277848,MEGF11,protein_coding,MEGF11
721,ENSG00000263127,RPL4P5,processed_pseudogene,RPL4P5
722,ENSG00000277894,LILRP1,unprocessed_pseudogene,LILRP1
723,ENSG00000263101,KRTAP3-3,protein_coding,KRTAP3-3
724,ENSG00000276279,KIR2DP1,unprocessed_pseudogene,KIR2DP1
725,ENSG00000262862,KRTAP2-3,protein_coding,KRTAP2-3
726,ENSG00000276177,KIR2DL5A,protein_coding,KIR2DL5A
727,ENSG00000263236,KRTAP4-12,protein_coding,KRTAP4-12
728,ENSG00000263242,KRTAP1-4,protein_coding,KRTAP1-4
729,ENSG00000266286,,protein_coding,
730,ENSG00000274394,KIR3DL3,protein_coding,KIR3DL3
731,ENSG00000261968,KRTAP4-8,protein_coding,KRTAP4-8
732,ENSG00000262159,RPS6P22,processed_pseudogene,RPS6P22
733,ENSG00000262592,LRIG3-DT,lncRNA,LRIG3-DT
734,ENSG00000262036,,processed_pseudogene,
735,ENSG00000280909,SDHAP2,transcribed_unprocessed_pseudogene,SDHAP2
736,ENSG00000280629,,lncRNA,
737,ENSG00000281798,,processed_pseudogene,
738,ENSG00000276016,ABR,protein_coding,ABR
739,ENSG00000280993,MUC20-OT1,lncRNA,MUC20-OT1
740,ENSG00000273666,LILRP2,transcribed_processed_pseudogene,LILRP2
741,ENSG00000277251,KIR2DL2,protein_coding,KIR2DL2
742,ENSG00000275522,KIR2DL1,protein_coding,KIR2DL1
743,ENSG00000274623,,snRNA,U6
744,ENSG00000274763,KIR3DL3,protein_coding,KIR3DL3
745,ENSG00000278691,KIR3DP1,transcribed_unprocessed_pseudogene,KIR3DP1
746,ENSG00000280983,,unprocessed_pseudogene,
747,ENSG00000290570,,lncRNA,
748,ENSG00000275247,,unprocessed_pseudogene,
749,ENSG00000277429,SERF1B,protein_coding,SERF1B
750,ENSG00000277729,,unprocessed_pseudogene,
751,ENSG00000278304,KIR2DS1,protein_coding,KIR2DS1
752,ENSG00000277844,DIS3L-AS1,lncRNA,DIS3L-AS1
753,ENSG00000282280,,lncRNA,
754,ENSG00000276686,KIR2DL5A,protein_coding,KIR2DL5A
755,ENSG00000275873,LMNTD2,protein_coding,LMNTD2
756,ENSG00000278201,KIR2DL4,protein_coding,KIR2DL4
757,ENSG00000276896,GOLGA8F,protein_coding,GOLGA8F
758,ENSG00000273785,CYP2D8P,unprocessed_pseudogene,CYP2D8P
759,ENSG00000285263,,lncRNA,
760,ENSG00000275623,KIR2DL3,protein_coding,KIR2DL3
761,ENSG00000276068,NAIP,protein_coding,NAIP
762,ENSG00000280750,,lncRNA,
763,ENSG00000280613,NDUFA6-DT,lncRNA,NDUFA6-DT
764,ENSG00000277642,,snRNA,U6
765,ENSG00000275593,KIR3DP1,transcribed_unprocessed_pseudogene,KIR3DP1
766,ENSG00000278846,OLA1P1,processed_pseudogene,OLA1P1
767,ENSG00000290465,,lncRNA,
768,ENSG00000280556,,lncRNA,
769,ENSG00000280880,,lncRNA,
770,ENSG00000281542,,lncRNA,
771,ENSG00000277365,NDUFA6,protein_coding,NDUFA6
772,ENSG00000278427,KIR3DL1,protein_coding,KIR3DL1
773,ENSG00000281794,MUC20-OT1,lncRNA,MUC20-OT1
774,ENSG00000282810,MIR210HG,lncRNA,MIR210HG
775,ENSG00000273936,TNFRSF14,protein_coding,TNFRSF14
776,ENSG00000282090,HERC2P11,unprocessed_pseudogene,HERC2P11
777,ENSG00000275430,MUC20,protein_coding,MUC20
778,ENSG00000274112,SMDT1,protein_coding,SMDT1
779,ENSG00000280821,,lncRNA,
780,ENSG00000276143,,processed_pseudogene,
781,ENSG00000276230,RNH1,protein_coding,RNH1
782,ENSG00000275855,,unprocessed_pseudogene,
783,ENSG00000272835,SMDT1,protein_coding,SMDT1
784,ENSG00000282126,,processed_pseudogene,
785,ENSG00000273651,GOLGA8G,protein_coding,GOLGA8G
786,ENSG00000282113,,lncRNA,
787,ENSG00000275211,CYP2D6,protein_coding,CYP2D6
788,ENSG00000282114,LINC00824,lncRNA,LINC00824
789,ENSG00000273194,OLA1P1,processed_pseudogene,OLA1P1
790,ENSG00000273397,NDUFA6,protein_coding,NDUFA6
791,ENSG00000281104,,lncRNA,
792,ENSG00000277374,,snRNA,U1
793,ENSG00000281901,,processed_pseudogene,
794,ENSG00000281870,,lncRNA,
795,ENSG00000280892,,lncRNA,
796,ENSG00000276613,MUC4,protein_coding,MUC4
797,ENSG00000281417,,processed_pseudogene,
798,ENSG00000272000,,protein_coding,
799,ENSG00000281603,MUC20-OT1,lncRNA,MUC20-OT1
800,ENSG00000282429,,processed_pseudogene,
801,ENSG00000278230,,snRNA,U6
802,ENSG00000277271,,transcribed_unprocessed_pseudogene,
803,ENSG00000290488,LILRP2,lncRNA,LILRP2
804,ENSG00000282329,MREGP1,processed_pseudogene,MREGP1
805,ENSG00000275428,,protein_coding,
806,ENSG00000281742,MCCC2,protein_coding,MCCC2
807,ENSG00000272532,CYP2D6,protein_coding,CYP2D6
808,ENSG00000272765,NDUFA6,protein_coding,NDUFA6
809,ENSG00000282391,,processed_pseudogene,
810,ENSG00000262024,TCF20,protein_coding,TCF20
811,ENSG00000276371,SINHCAF,protein_coding,SINHCAF
812,ENSG00000273635,,unprocessed_pseudogene,
813,ENSG00000282531,,processed_pseudogene,
814,ENSG00000276455,,unprocessed_pseudogene,GOLGA6L22
815,ENSG00000281946,,unprocessed_pseudogene,
816,ENSG00000274192,ABCB10P4,processed_pseudogene,ABCB10P4
817,ENSG00000276461,TCF20,protein_coding,TCF20
818,ENSG00000273969,,processed_pseudogene,
819,ENSG00000282058,,unprocessed_pseudogene,
820,ENSG00000281651,KCNQ2-AS1,lncRNA,KCNQ2-AS1
821,ENSG00000276485,GOLGA6L25,unprocessed_pseudogene,GOLGA6L25
822,ENSG00000272901,SMDT1,protein_coding,SMDT1
823,ENSG00000281151,KCNQ2,protein_coding,KCNQ2
824,ENSG00000282516,,processed_pseudogene,
825,ENSG00000282731,,processed_pseudogene,
826,ENSG00000282587,,processed_pseudogene,
827,ENSG00000275253,KIR2DS2,protein_coding,KIR2DS2
828,ENSG00000277278,HERC2,protein_coding,HERC2
829,ENSG00000275626,KIR3DL2,protein_coding,KIR3DL2
830,ENSG00000280811,NDUFA6-DT,lncRNA,NDUFA6-DT
831,ENSG00000280518,,unprocessed_pseudogene,
832,ENSG00000273616,NDUFA6-DT,lncRNA,NDUFA6-DT
833,ENSG00000282388,,processed_pseudogene,
834,ENSG00000274801,,unprocessed_pseudogene,
835,ENSG00000282551,,processed_pseudogene,
836,ENSG00000273670,LILRP1,unprocessed_pseudogene,LILRP1
837,ENSG00000274803,BDP1,protein_coding,BDP1
838,ENSG00000282581,,processed_pseudogene,
839,ENSG00000274476,KIR2DP1,unprocessed_pseudogene,KIR2DP1
840,ENSG00000276767,,misc_RNA,Metazoa_SRP
841,ENSG00000282176,,lncRNA,FLJ13224
842,ENSG00000274700,,protein_coding,
843,ENSG00000274122,,misc_RNA,Metazoa_SRP
844,ENSG00000272813,OLA1P1,processed_pseudogene,OLA1P1
845,ENSG00000277456,,unprocessed_pseudogene,
846,ENSG00000276005,,transcribed_unprocessed_pseudogene,
847,ENSG00000290583,,lncRNA,
848,ENSG00000262303,,lncRNA,
849,ENSG00000278606,KIR2DL4,protein_coding,KIR2DL4
850,ENSG00000262055,CYP2D8P,unprocessed_pseudogene,CYP2D8P
851,ENSG00000273822,MUC4,protein_coding,MUC4
852,ENSG00000263181,CYP2D7,protein_coding,CYP2D7
853,ENSG00000280621,,lncRNA,
854,ENSG00000275571,TTC34,protein_coding,TTC34
855,ENSG00000278088,CYP2D7,protein_coding,CYP2D7
856,ENSG00000281915,MUC20-OT1,lncRNA,MUC20-OT1
857,ENSG00000281274,,lncRNA,
858,ENSG00000281740,,lncRNA,
859,ENSG00000277131,MMEL1,protein_coding,MMEL1
860,ENSG00000281800,ICE2P1,processed_pseudogene,ICE2P1
861,ENSG00000276825,DRD4,protein_coding,DRD4
862,ENSG00000281580,LINC01060,lncRNA,LINC01060
863,ENSG00000276084,KIR3DL3,protein_coding,KIR3DL3
864,ENSG00000229942,IFITM4P,processed_pseudogene,IFITM4P
865,ENSG00000232997,ZNF90P2,processed_pseudogene,ZNF90P2
866,ENSG00000223898,OR11A1,protein_coding,OR11A1
867,ENSG00000282712,DEAF1,protein_coding,DEAF1
868,ENSG00000226832,OR2B3,protein_coding,OR2B3
869,ENSG00000233095,HLA-G,protein_coding,HLA-G
870,ENSG00000281482,RPL7AP27,processed_pseudogene,RPL7AP27
871,ENSG00000278501,TIMM22,protein_coding,TIMM22
872,ENSG00000278271,KIR2DL4,protein_coding,KIR2DL4
873,ENSG00000281300,NXN,protein_coding,NXN
874,ENSG00000275991,,misc_RNA,Metazoa_SRP
875,ENSG00000281094,,lncRNA,
876,ENSG00000276561,IRF7,protein_coding,IRF7
877,ENSG00000278114,MUC20,protein_coding,MUC20
878,ENSG00000275351,KIR2DS4,protein_coding,KIR2DS4
879,ENSG00000277833,KIR2DL1,protein_coding,KIR2DL1
880,ENSG00000280815,OR2AS2P,unprocessed_pseudogene,OR2AS2P
881,ENSG00000278659,OR2T6,protein_coding,OR2T6
882,ENSG00000275754,OR2T2,protein_coding,OR2T2
883,ENSG00000281914,,lncRNA,
884,ENSG00000233636,OR2J3,protein_coding,OR2J3
885,ENSG00000275617,OR2T4,protein_coding,OR2T4
886,ENSG00000228840,RPS17P1,processed_pseudogene,RPS17P1
887,ENSG00000243441,OR5V1,protein_coding,OR5V1
888,ENSG00000281489,OR2T7,protein_coding,OR2T7
889,ENSG00000273508,OR2T1,protein_coding,OR2T1
890,ENSG00000226109,,unprocessed_pseudogene,
891,ENSG00000277113,OR2T3,protein_coding,OR2T3
892,ENSG00000278468,MUC4,protein_coding,MUC4
893,ENSG00000230745,MICD,unprocessed_pseudogene,MICD
894,ENSG00000231320,OR2G1P,unprocessed_pseudogene,OR2G1P
895,ENSG00000276798,LILRA4,protein_coding,LILRA4
896,ENSG00000234100,OR14J1,protein_coding,OR14J1
897,ENSG00000234980,WASF5P,processed_pseudogene,WASF5P
898,ENSG00000275102,OR2T5,protein_coding,OR2T5
899,ENSG00000275349,SMN1,protein_coding,SMN1
900,ENSG00000224131,,processed_pseudogene,
901,ENSG00000223851,PTMAP1,processed_pseudogene,PTMAP1
902,ENSG00000281658,,lncRNA,
903,ENSG00000237258,OR11A1,protein_coding,OR11A1
904,ENSG00000225188,LINC03003,lncRNA,LINC03003
905,ENSG00000239741,LY6G6F,protein_coding,LY6G6F
906,ENSG00000274254,KIR3DL3,protein_coding,KIR3DL3
907,ENSG00000280865,,processed_pseudogene,
908,ENSG00000273323,NOP56P1,processed_pseudogene,NOP56P1
909,ENSG00000280521,SDHAP2,transcribed_unprocessed_pseudogene,SDHAP2
910,ENSG00000236934,LINC02569,lncRNA,LINC02569
911,ENSG00000224241,TMEM183AP1,processed_pseudogene,TMEM183AP1
912,ENSG00000276163,LAIR1,protein_coding,LAIR1
913,ENSG00000231094,PSORS1C1,protein_coding,PSORS1C1
914,ENSG00000218297,OR2J4P,unprocessed_pseudogene,OR2J4P
915,ENSG00000272907,,lncRNA,
916,ENSG00000234893,HCG18,lncRNA,HCG18
917,ENSG00000277753,MUC20,protein_coding,MUC20
918,ENSG00000281038,OR8U9,protein_coding,OR8U9
919,ENSG00000263150,OR8J2,protein_coding,OR8J2
920,ENSG00000281773,FAM8A2P,unprocessed_pseudogene,FAM8A2P
921,ENSG00000281819,NAA50P1,processed_pseudogene,NAA50P1
922,ENSG00000262315,OR8U8,protein_coding,OR8U8
923,ENSG00000280577,OR8L1P,unprocessed_pseudogene,OR8L1P
924,ENSG00000261905,,unprocessed_pseudogene,
925,ENSG00000226727,HLA-T,unprocessed_pseudogene,HLA-T
926,ENSG00000261897,OR5T3,protein_coding,OR5T3
927,ENSG00000274402,KIR2DL3,protein_coding,KIR2DL3
928,ENSG00000228652,OR2W1,protein_coding,OR2W1
929,ENSG00000281650,,lncRNA,
930,ENSG00000261893,CLK2,protein_coding,CLK2
931,ENSG00000262851,OR5T2,protein_coding,OR5T2
932,ENSG00000236560,PPP1R11,protein_coding,PPP1R11
933,ENSG00000276374,,processed_pseudogene,
934,ENSG00000278688,,processed_pseudogene,
935,ENSG00000281321,LINC02197,lncRNA,LINC02197
936,ENSG00000280617,OR8K2P,unprocessed_pseudogene,OR8K2P
937,ENSG00000280712,OR8I1P,unprocessed_pseudogene,OR8I1P
938,ENSG00000285240,,lncRNA,
939,ENSG00000262755,OR8K3,protein_coding,OR8K3
